X,Y,Z,SAMPLE_ID,SAMPLE_FIE,SAMPLE_DAT,LAT_DEG,LONG_DEG,YEAR_CONST,WELL_TYPE,WELL_DEPTH,DIVISION,DISTRICT,THANA,UNION,MOUZA,GEOCODE,As,Al,B_,Ba,Ca,Co,Cr,Cu,Fe,K_,Li,Mg,Mn,Na,P_,Si,SO4,Sr,V_,Zn
36833.3135044104,2709922.56156528,0,S98_03908,RIP2043,02/04/1998,24.434000000000001,88.433999999999997,"1996",Tara,41.000000000000000,Rajshahi,Rajshahi,Godagari,Gogram,Gogram,5813447380,< 0.5,"0.05",< 0.1,"0.045","80.4",< 0.003,< 0.002,< 0.008,"0.036","1.4","0.018","20.9","0.055",69.799999999999997,< 0.1,"23.2","8.9","0.336","0.008","0.066"
51718.0355838192,2726985.22488454,0,S98_03909,RIP2047,02/04/1998,24.591999999999999,88.575000000000003,"1984",Tara,34.000000000000000,Rajshahi,Rajshahi,Tanore,Paurashava,Tanore,5819481976,< 0.5,"0.04",< 0.1,"0.069","59.1",< 0.003,< 0.002,< 0.008,"0.079","2.1","0.004","22.5","0.725",50.700000000000003,"0.1","29.8","64.7","0.458",< 0.002,"0.016"
53563.5735916432,2730701.70428799,0,S98_03910,RIP2048,02/04/1998,24.626000000000001,88.591999999999999,,Tara,34.000000000000000,Rajshahi,Rajshahi,Tanore,Talanda,Talanda,5819481971,< 0.5,"0.03",< 0.1,"0.014","25.8",< 0.003,< 0.002,< 0.008,"0.035","1.5","0.009","10.3","0.185",22.600000000000001,"0.2","32.5","5.2","0.153","0.005","0.076"
50980.6691773479,2732450.76900889,0,S98_03911,RIP2049,02/04/1998,24.640999999999998,88.566000000000003,"1997",Tara,39.000000000000000,Rajshahi,Rajshahi,Tanore,Talanda,Deul,5819481347,< 0.5,"0.01",< 0.1,"0.016","8.8",< 0.003,< 0.002,< 0.008,"0.025","0.8",< 0.004,"4.34","0.125",21.500000000000000,"0.2","31.2","0.6","0.0569","0.003","0.03"
49183.8226174677,2736507.14728133,0,S98_03912,RIP2050,02/04/1998,24.677000000000000,88.546999999999997,"1996",Tara,39.000000000000000,Rajshahi,Rajshahi,Tanore,Kalma,Sankarpur,5819427910,< 0.5,"0.07",< 0.1,"0.023","26.2",< 0.003,< 0.002,< 0.008,"0.024","0.5",< 0.004,"4.63","0.076",16.199999999999999,< 0.1,"27.7","0.3","0.108","0.002","0.029"
47293.9637891414,2737679.35940541,0,S98_03913,RIP2051,02/04/1998,24.687000000000001,88.528000000000006,"1990",Tara,38.000000000000000,Rajshahi,Rajshahi,Tanore,Kalma,Kalma,5819427610,< 0.5,"0.05",< 0.1,"0.018","58.2",< 0.003,< 0.002,< 0.008,"0.025","1.1","0.008","8.76","0.082",21.199999999999999,< 0.1,"21.1","0.4","0.211",< 0.002,"0.013"
54485.1855567518,2734114.74247067,0,S98_03914,RIP2052,02/04/1998,24.657000000000000,88.599999999999994,"1995",Tara,38.000000000000000,Rajshahi,Rajshahi,Tanore,Kamargaon,Baraghoria,5819440098,< 0.5,"0.02","0.2","0.023","24.5",< 0.003,< 0.002,< 0.008,"0.076","1.1","0.006","9.54","1.22",56.600000000000001,"0.2","30.8",< 0.2,"0.123","0.003","0.017"
44639.1409085181,2730991.2500866,0,S98_03915,RIP2053,02/04/1998,24.626000000000001,88.504000000000005,"1994",STW,38.000000000000000,Rajshahi,Rajshahi,Tanore,Pachandar,Prokash nagar,5819454835,< 0.5,"0.04",< 0.1,"0.034","60.3",< 0.003,< 0.002,< 0.008,"0.527","1.3","0.006","15.5","0.135",46.600000000000001,< 0.1,"25.5","3.1","0.311",< 0.002,"0.017"
43348.7719847735,2725702.3336153,0,S98_03916,RIP2054,02/04/1998,24.577999999999999,88.492999999999995,,Tara,38.000000000000000,Rajshahi,Rajshahi,Tanore,Pachandar,Dangapara,5819454328,< 0.5,"0.04",< 0.1,"0.043","71.6",< 0.003,< 0.002,< 0.008,"0.162","1.1","0.006","16.4","0.064",53.100000000000001,< 0.1,"22.5","1.7","0.321","0.003","0.046"
40324.4767324957,2729467.20496117,0,S98_03917,RIP2055,02/04/1998,24.611000000000001,88.462000000000003,"1994",STW,45.000000000000000,Rajshahi,Rajshahi,Tanore,Badhair,Ayda,5819413037,< 0.5,"0.04",< 0.1,"0.041","47.6",< 0.003,< 0.002,< 0.008,"0.078","1.3","0.006","16.1","0.017",77.000000000000000,< 0.1,"22.6","1.1","0.234","0.003","0.01"
69926.062300503,2701651.88447654,0,S98_03918,RIP2057,02/04/1998,24.369000000000000,88.762000000000000,"1998",STW,22.000000000000000,Rajshahi,Rajshahi,Puthia,Baneswar,Baneswar,5818213054,"19.4","0.07",< 0.1,"0.38","180",< 0.003,< 0.002,< 0.008,"0.511","4.5","0.009","39.7","1.22",36.200000000000003,"0.2","17.1","11.2","0.427",< 0.002,"0.014"
73522.4949967662,2702874.61151652,0,S98_03919,RIP2058,03/04/1998,24.381000000000000,88.796999999999997,"1994",STW,41.000000000000000,Rajshahi,Rajshahi,Puthia,Baneswar,Maipara,5818213645,"12.2","0.21",< 0.1,"0.184","132",< 0.003,< 0.002,< 0.008,"3.78","1.8","0.007","25.6","0.676",28.199999999999999,"0.1","19.6","0.8","0.356",< 0.002,"0.012"
78463.7611191479,2701504.44358505,0,S98_03920,RIP2059,03/04/1998,24.370000000000001,88.846000000000004,"1984",STW,38.000000000000000,Rajshahi,Rajshahi,Puthia,Puthia,Kathalbaria,5818267575,< 0.5,"0.06",< 0.1,"0.072","146",< 0.003,< 0.002,< 0.008,"0.059","2.4","0.013","29.8","1.28",41.299999999999997,< 0.1,"21.6","2.6","0.358","0.002","0.014"
81396.7873019311,2700972.81709504,0,S98_03921,RIP2060,03/04/1998,24.366000000000000,88.875000000000000,"1988",STW,47.000000000000000,Rajshahi,Rajshahi,Puthia,Jeopara,Jhalmalia,5818254505,"63.8","0.06",< 0.1,"0.442","112",< 0.003,< 0.002,< 0.008,"8.22","2.4","0.008","27.7","0.251",24.000000000000000,"1","19.4","6.1","0.283",< 0.002,"0.013"
83336.9517646426,2701248.23880009,0,S98_03922,RIP2061,03/04/1998,24.369000000000000,88.894000000000005,"1996",STW,38.000000000000000,Rajshahi,Rajshahi,Puthia,Jeopara,Sebagh,5818254404,"1.2","0.09",< 0.1,"0.085","84.4",< 0.003,< 0.002,< 0.008,"0.179","2","0.009","30","0.619",13.600000000000000,"0.1","19.8","1.8","0.182","0.002","0.013"
79206.1987533658,2705922.67812012,0,S98_03923,RIP2062,03/04/1998,24.410000000000000,88.852000000000004,"1998",STW,32.000000000000000,Rajshahi,Rajshahi,Puthia,Jeopara,Dhopapara,5818254318,"5.7","0.06",< 0.1,"0.208","117",< 0.003,< 0.002,< 0.008,"5.55","4.3","0.007","21.6","0.568",15.800000000000001,"0.3","19.2","0.5","0.203",< 0.002,"0.014"
80003.4610604716,2708785.09544301,0,S98_03924,RIP2063,03/04/1998,24.436000000000000,88.858999999999995,"1988",STW,33.000000000000000,Rajshahi,Rajshahi,Puthia,Bhalukgachhi,Banshbaria,5818240069,< 0.5,"0.05",< 0.1,"0.059","111",< 0.003,< 0.002,< 0.008,"0.095","1.5","0.013","29.8","0.354",36.700000000000003,< 0.1,"19.6","0.3","0.412",< 0.002,"0.012"
80617.4022482949,2712319.06834913,0,S98_03925,RIP2064,03/04/1998,24.468000000000000,88.864000000000004,"1995",STW,42.000000000000000,Rajshahi,Rajshahi,Puthia,Silmaria,Kajupara,5818281528,< 0.5,"0.07",< 0.1,"0.069","110",< 0.003,< 0.002,< 0.008,"0.055","1.8","0.016","24","0.559",40.299999999999997,< 0.1,"19",< 0.2,"0.473",< 0.002,"0.012"
79502.5637902807,2715793.90738977,0,S98_03926,RIP2065,03/04/1998,24.498999999999999,88.852000000000004,"1993",Tara,46.000000000000000,Rajshahi,Rajshahi,Puthia,Silmaria,Malipara,5818281625,< 0.5,"0.06",< 0.1,"0.088","113",< 0.003,< 0.002,< 0.008,"0.033","3.8","0.016","29.6","0.561",37.899999999999999,< 0.1,"20.2","0.4","0.33",< 0.002,"0.017"
61400.532235538,2718459.80748376,0,S98_03927,RIP2067,03/04/1998,24.518000000000001,88.673000000000002,"1989",STW,38.000000000000000,Rajshahi,Rajshahi,Mohanpur,Bak shimail,Krishnapur,5815313589,< 0.5,"0.08",< 0.1,"0.025","84.6",< 0.003,< 0.002,< 0.008,"0.108","1.4",< 0.004,"23.6","1.67",27.300000000000001,"0.2","17.7",< 0.2,"0.304","0.003","0.014"
54906.0515121049,2721885.67431004,0,S98_03928,RIP2068,03/04/1998,24.547000000000001,88.608000000000004,"1995",STW,38.000000000000000,Rajshahi,Rajshahi,Mohanpur,Dhurail,Mohabatpur,5815327613,"4.6","0.02",< 0.1,"0.047","31.5",< 0.003,< 0.002,< 0.008,"3.89","1.5","0.014","8.41","0.454",40.100000000000001,"0.4","26.1",< 0.2,"0.146",< 0.002,"0.014"
58916.064047508,2723423.95362743,0,S98_03929,RIP2069,03/04/1998,24.562000000000001,88.647000000000006,"1994",Tara,38.000000000000000,Rajshahi,Rajshahi,Mohanpur,Bak shimail,Saipara,5815313887,"58.2","0.06",< 0.1,"0.069","120",< 0.003,< 0.002,< 0.008,"0.525","1.7",< 0.004,"37.1","2.94",47.799999999999997,"0.3","18.3","0.2","0.524","0.003","0.031"
59427.1609173946,2726739.09418524,0,S98_03930,RIP2070,03/04/1998,24.591999999999999,88.650999999999996,"1991",STW,50.000000000000000,Rajshahi,Rajshahi,Mohanpur,Royghati,Kesair,5815381536,"3.4","0.07","0.2","0.113","78.7",< 0.003,< 0.002,< 0.008,"3.75","3.9","0.018","24.5","0.062",70.099999999999994,"0.2","29.7","0.5","0.315",< 0.002,"0.024"
56734.3911819427,2728268.20193702,0,S98_03931,RIP2071,03/04/1998,24.605000000000000,88.623999999999995,"1994",STW,38.000000000000000,Rajshahi,Rajshahi,Mohanpur,Ghasigram,Belna,5815340131,< 0.5,"0.09",< 0.1,"0.036","45.6",< 0.003,< 0.002,< 0.008,"0.24","2","0.005","14.9","0.113",45.000000000000000,"0.2","28","2.5","0.252","0.006","0.031"
61385.8880056521,2730896.80787313,0,S98_03932,RIP2072,03/04/1998,24.629999999999999,88.668999999999997,"1992",Tara,42.000000000000000,Rajshahi,Rajshahi,Mohanpur,Royghati,Tangon,5815381965,"14.1","0.12","0.2","0.203","90.9",< 0.003,< 0.002,< 0.008,"2.09","2.2","0.013","25.3","0.393",60.500000000000000,"0.2","25.6",< 0.2,"0.347",< 0.002,"0.014"
62838.0502999919,2722190.0242858,0,S98_03933,RIP2073,03/04/1998,24.552000000000000,88.686000000000007,"1996",Tara,38.000000000000000,Rajshahi,Rajshahi,Mohanpur,Jahanabad,Hazrapara,5815354756,< 0.5,"0.15",< 0.1,"0.021","96.3",< 0.003,< 0.002,< 0.008,"0.03","1.5","0.01","31.8","1.42",37.500000000000000,< 0.1,"20.2","0.2","0.366",< 0.002,"0.015"
73501.2468043505,2722192.93132205,0,S98_03934,RIP2075,03/04/1998,24.555000000000000,88.790999999999997,"1975",STW,23.000000000000000,Rajshahi,Rajshahi,Bagmara,Gamipur,Bagmara,5811250034,"14.3","0.11",< 0.1,"0.08","88.4",< 0.003,< 0.002,< 0.008,"1.42","1.5","0.006","20.4","0.796",26.399999999999999,"0.1","18.2",< 0.2,"0.303",< 0.002,"0.084"
76831.813378504,2724866.92822785,0,S98_03935,RIP2076,03/04/1998,24.579999999999998,88.822999999999993,"1997",STW,25.000000000000000,Rajshahi,Rajshahi,Bagmara,Basupara,Deula,5811218283,< 0.5,"0.06",< 0.1,"0.043","101",< 0.003,< 0.002,< 0.008,"0.05","1.3","0.006","24.6","0.536",31.500000000000000,< 0.1,"18.7",< 0.2,"0.34","0.004","0.028"
80587.9061657632,2724864.3417143,0,S98_03936,RIP2077,03/04/1998,24.581000000000000,88.859999999999999,"1994",STW,27.000000000000000,Rajshahi,Rajshahi,Bagmara,Maria,Jatragachi,5811275430,< 0.5,"0.27",< 0.1,"0.042","82.9",< 0.003,< 0.002,< 0.008,"0.126","1.2","0.008","16.6","0.244",24.800000000000001,< 0.1,"20.5",< 0.2,"0.256","0.004","0.03"
85188.2152453358,2725947.66453765,0,S98_03937,RIP2078,03/04/1998,24.591999999999999,88.905000000000001,"1977",STW,27.000000000000000,Rajshahi,Rajshahi,Bagmara,Jogi para,Bhatkhali,5811269140,"0.8","0.65",< 0.1,"0.048","87.5",< 0.003,< 0.002,< 0.008,"0.444","3.1","0.009","20.3","0.169",24.500000000000000,< 0.1,"22.1","0.3","0.364",< 0.002,"0.027"
81888.0904748003,2720828.84882249,0,S98_03938,RIP2079,03/04/1998,24.545000000000002,88.873999999999995,"1977",STW,32.000000000000000,Rajshahi,Rajshahi,Bagmara,Goalkandi,Goalkandi,5811237335,< 0.5,"0.06",< 0.1,"0.056","112",< 0.003,< 0.002,< 0.008,"0.236","1.6","0.007","22.9","1.12",34.500000000000000,< 0.1,"17",< 0.2,"0.285","0.003","0.06"
69658.8539371981,2689558.48694903,0,S98_03939,RIP2081,04/04/1998,24.260000000000002,88.763000000000005,"1995",STW,10.000000000000000,Rajshahi,Rajshahi,Charghat,Charghat,Meramatpur,5812539759,< 0.5,"0.09",< 0.1,"0.081","138",< 0.003,< 0.002,< 0.008,"0.062","1.5","0.018","38","1.07",33.200000000000003,< 0.1,"20.7",< 0.2,"0.515",< 0.002,"0.024"
68659.0809450137,2686813.36345424,0,S98_03940,RIP2082,04/04/1998,24.234999999999999,88.754000000000005,"1994",STW,27.000000000000000,Rajshahi,Rajshahi,Charghat,Charghat,Raota,5812539890,< 0.5,"0.09",< 0.1,"0.05","140",< 0.003,< 0.002,< 0.008,"0.162","2.1","0.009","29","0.99",43.600000000000001,< 0.1,"17.1","28.5","0.296","0.002","0.029"
72468.2416697259,2691582.60348257,0,S98_03941,RIP2083,04/04/1998,24.279000000000000,88.790000000000006,"1994",STW,33.000000000000000,Rajshahi,Rajshahi,Charghat,Charghat,Mungali,5812539722,"41.2","0.1",< 0.1,"0.135","137",< 0.003,< 0.002,< 0.008,"0.524","2.1","0.007","32.1","0.62",24.199999999999999,"0.4","19.1","10.1","0.27","0.007","0.024"
75678.4442637536,2690042.61665958,0,S98_03942,RIP2084,04/04/1998,24.265999999999998,88.822000000000003,"1997",STW,38.000000000000000,Rajshahi,Rajshahi,Charghat,Bhaya lakshmipur,Dakra,5812531324,< 0.5,"0.07",< 0.1,"0.109","154",< 0.003,< 0.002,< 0.008,"0.107","2.2","0.008","34.6","1.17",39.899999999999999,< 0.1,"18.1","5.9","0.364","0.003","0.025"
73195.6949216035,2695446.24179094,0,S98_03943,RIP2085,04/04/1998,24.314000000000000,88.796000000000006,"1997",STW,37.000000000000000,Rajshahi,Rajshahi,Charghat,Nimpara,Barkatpur,5812571146,< 0.5,"0.06",< 0.1,"0.079","135",< 0.003,< 0.002,< 0.008,"0.038","1.6","0.008","35.3","1.28",30.000000000000000,< 0.1,"18.5","0.9","0.415","0.003","0.023"
75678.5428629011,2696814.51340521,0,S98_03944,RIP2086,04/04/1998,24.327000000000002,88.819999999999993,"1997",STW,38.000000000000000,Rajshahi,Rajshahi,Charghat,Nimpara,Habibpur,5812571466,< 0.5,"0.07",< 0.1,"0.079","132",< 0.003,< 0.002,< 0.008,"0.092","1.9","0.013","26.8","1.34",31.899999999999999,< 0.1,"21.5","3.2","0.454",< 0.002,"0.026"
71748.5377398448,2698043.59469376,0,S98_03945,RIP2087,04/04/1998,24.337000000000000,88.781000000000006,"1998",STW,36.000000000000000,Rajshahi,Rajshahi,Charghat,Salia,Salia,5812587256,< 0.5,"0.06",< 0.1,"0.048","119",< 0.003,< 0.002,< 0.008,"0.075","1.4","0.011","30.8","0.608",38.399999999999999,< 0.1,"20.1","9","0.407","0.003","0.02"
63990.2726390323,2697171.27615395,0,S98_03946,RIP2088,04/04/1998,24.327000000000002,88.704999999999998,"1995",STW,37.000000000000000,Rajshahi,Rajshahi,Charghat,Yusufpur,Yusufpur,5812547518,< 0.5,"0.06",< 0.1,"0.056","104",< 0.003,< 0.002,< 0.008,"0.042","2.1","0.004","28.4","2.02",19.100000000000001,"0.1","20.4","4","0.342","0.003","0.036"
68493.0166644661,2698031.91760341,0,S98_03947,RIP2089,04/04/1998,24.335999999999999,88.748999999999995,,STW,33.000000000000000,Rajshahi,Rajshahi,Charghat,Salua,Halidagachi,5812587417,< 0.5,"0.07",< 0.1,"0.057","121",< 0.003,< 0.002,< 0.008,"0.133","1.9","0.014","28.9","0.899",26.000000000000000,< 0.1,"21.3","10.1","0.373","0.004","0.033"
70971.5372384809,2685854.91776037,0,S98_03948,RIP2091,04/04/1998,24.227000000000000,88.777000000000001,"1988",STW,32.000000000000000,Rajshahi,Rajshahi,Bagha,Manigram,Pasaota,5811063858,< 0.5,"0.08",< 0.1,"0.089","124",< 0.003,< 0.002,< 0.008,"0.081","1.6","0.006","38.4","2.58",36.799999999999997,< 0.1,"18.3",< 0.2,"0.521",< 0.002,"0.016"
73752.8127453084,2683550.59827629,0,S98_03949,RIP2092,04/04/1998,24.207000000000001,88.805000000000007,"1990",STW,39.000000000000000,Rajshahi,Rajshahi,Bagha,Manigram,Manigram,5811063727,< 0.5,"0.06",< 0.1,"0.047","110",< 0.003,< 0.002,< 0.008,"0.066","1.7","0.008","28.9","1.88",36.100000000000001,< 0.1,"20.2",< 0.2,"0.409","0.003","0.017"
77775.6930726838,2681876.03949879,0,S98_03950,RIP2093,04/04/1998,24.193000000000001,88.844999999999999,"1994",STW,20.000000000000000,Rajshahi,Rajshahi,Bagha,Baju bagha,Milik bagha,5811015769,< 0.5,"0.07",< 0.1,"0.132","151",< 0.003,< 0.002,< 0.008,"0.357","3.7","0.01","38.3","0.967",21.199999999999999,< 0.1,"12.8","20.7","0.461","0.003","0.016"
80844.1717479558,2682340.0461928,0,S98_03951,RIP2094,04/04/1998,24.198000000000000,88.875000000000000,"1994",STW,30.000000000000000,Rajshahi,Rajshahi,Bagha,Baju bagha,Bara chhaighah,5811015130,< 0.5,"0.06",< 0.1,"0.045","133",< 0.003,< 0.002,< 0.008,"0.079","1.7","0.009","28.4","1.46",25.500000000000000,< 0.1,"19.6","1.3","0.26","0.003","0.013"
78081.543252705,2685308.23814724,0,S98_03952,RIP2095,04/04/1998,24.224000000000000,88.846999999999994,"1973",STW,39.000000000000000,Rajshahi,Rajshahi,Bagha,Baju bagha,Baju bagha,5811015073,"15.4","0.06",< 0.1,"0.078","130",< 0.003,< 0.002,< 0.008,"2.54","1.9","0.012","25.1","0.569",44.399999999999999,< 0.1,"21.1","0.7","0.513",< 0.002,"0.284"
79315.8004156731,2689156.82152925,0,S98_03953,RIP2096,04/04/1998,24.259000000000000,88.858000000000004,"1993",STW,38.000000000000000,Rajshahi,Rajshahi,Bagha,Bausa,Bausa,5811023167,< 0.5,"0.07",< 0.1,"0.083","144",< 0.003,< 0.002,< 0.008,"0.026","2.3","0.009","30.1","1.55",49.200000000000003,< 0.1,"18.9","0.6","0.419","0.003","0.016"
81352.951997138,2692648.5608359,0,S98_03954,RIP2097,04/04/1998,24.291000000000000,88.876999999999995,"1995",STW,38.000000000000000,Rajshahi,Rajshahi,Bagha,Arani,Arani,5811007026,< 0.5,< 0.01,< 0.1,"0.089","16.1",< 0.003,< 0.002,< 0.008,< 0.005,"1.6","0.014","36.4",< 0.002,33.600000000000001,< 0.1,"20.8","1.1","0.413",< 0.002,< 0.004
45977.4484044225,2703404.11808687,0,S98_03955,RIP2099,05/04/1998,24.378000000000000,88.525999999999996,,STW,40.000000000000000,Rajshahi,Rajshahi,Paba,Haripur,Kaisadanga,5817247374,"62.8","0.09",< 0.1,"0.296","136",< 0.003,< 0.002,< 0.008,"7.15","3.4","0.005","32.2","0.117",22.399999999999999,"1.1","20.1","0.3","0.318",< 0.002,"0.024"
46437.6306709703,2705055.14592836,0,S98_03956,RIP2100,05/04/1998,24.393000000000001,88.530000000000001,"1994",Tara,40.000000000000000,Rajshahi,Rajshahi,Paba,Damkur,Madhupur,5817215599,< 0.5,"0.05",< 0.1,"0.096","100",< 0.003,< 0.002,< 0.008,"0.031","1.9","0.009","27.9","3.82",31.500000000000000,"0.2","27.4",< 0.2,"0.278","0.008","0.013"
46452.3754603102,2714938.99826933,0,S98_03957,RIP2101,05/04/1998,24.481999999999999,88.527000000000001,"1997",STW,37.000000000000000,Rajshahi,Rajshahi,Paba,Darshanpara,Darshanpara,5817223264,< 0.5,"0.04",< 0.1,"0.048","62.6",< 0.003,< 0.002,< 0.008,"0.283","1.4","0.006","18.2","2.71",52.399999999999999,"0.1","24.1","1.9","0.258","0.003","0.011"
48673.1819216482,2711313.35096046,0,S98_03958,RIP2102,05/04/1998,24.449999999999999,88.549999999999997,"1995",Tara,24.000000000000000,Rajshahi,Rajshahi,Paba,Hujuripara,Sarisakuri,5817255839,"73.5","0.11",< 0.1,"0.254","129",< 0.003,< 0.002,< 0.008,"3.44","3.6","0.004","37.3","0.299",20.899999999999999,"0.8","19.9","0.2","0.372",< 0.002,"0.016"
51937.14455721,2711652.80117063,0,S98_03959,RIP2103,05/04/1998,24.454000000000001,88.581999999999994,"1997",Tara,40.000000000000000,Rajshahi,Rajshahi,Paba,Hujuripara,Ghipara,5817255314,"91.8","0.08",< 0.1,"0.086","106",< 0.003,< 0.002,< 0.008,"0.346","2.2","0.009","28.3","1.66",36.100000000000001,"0.2","18.7",< 0.2,"0.394",< 0.002,"0.104"
55088.694353638,2711663.4036073,0,S98_03960,RIP2104,05/04/1998,24.454999999999998,88.613000000000000,"1995",Tara,38.000000000000000,Rajshahi,Rajshahi,Paba,Naohata,Naohata,5817271704,< 0.5,"0.05",< 0.1,"0.046","105",< 0.003,< 0.002,< 0.008,"0.065","1.8","0.011","40.6","2",39.799999999999997,< 0.1,"21.9","0.3","0.336","0.004","0.024"
58947.2384683803,2714761.6067087,0,S98_03961,RIP2105,05/04/1998,24.484000000000002,88.650000000000006,"1987",STW,37.000000000000000,Rajshahi,Rajshahi,Paba,Bargachhi,Bargachhi,5817207088,"0.6","0.05","0.2","0.161","109",< 0.003,< 0.002,< 0.008,"0.932","2.7","0.007","32.4","0.32",50.299999999999997,"0.1","23.4",< 0.2,"0.358",< 0.002,"0.017"
60965.1922385498,2707813.73036222,0,S98_03962,RIP2106,05/04/1998,24.422000000000001,88.671999999999997,"1998",STW,42.000000000000000,Rajshahi,Rajshahi,Paba,Parila,Ramchandrapur,5817287794,< 0.5,"0.06",< 0.1,"0.053","110",< 0.003,< 0.002,< 0.008,"0.2","2.1","0.013","29","0.819",37.100000000000001,< 0.1,"23.2","0.7","0.342","0.002","0.02"
55143.9952185648,2706997.6777973,0,S98_03963,RIP2107,05/04/1998,24.413000000000000,88.614999999999995,"1994",Tara,42.000000000000000,Rajshahi,Rajshahi,Paba,Naohata,Santospur,5817271829,< 0.5,"0.15",< 0.1,"0.049","122",< 0.003,< 0.002,< 0.008,"0.073","2","0.01","26.7","2.6",39.200000000000003,< 0.1,"20.4","0.9","0.34","0.002","0.014"
70306.1449645862,2710744.27837058,0,S98_03964,RIP2109,05/04/1998,24.451000000000001,88.763000000000005,"1986",STW,40.000000000000000,Rajshahi,Rajshahi,Durgapur (R),Dharmapur ?,Durgapur,5813123288,"40.6","0.03",< 0.1,"0.04","54.4",< 0.003,< 0.002,< 0.008,"1.36","1.2","0.007","15.4","0.682",22.500000000000000,"0.4","20.6",< 0.2,"0.166",< 0.002,"0.236"
67167.5483790218,2707843.08038837,0,S98_03965,RIP2110,05/04/1998,24.423999999999999,88.733000000000004,"1993",STW,35.000000000000000,Rajshahi,Rajshahi,Durgapur (R),Jhaluka,Chaupukuria,5813135226,< 0.5,"0.07",< 0.1,"0.034","114",< 0.003,< 0.002,< 0.008,"0.056","1.5","0.01","24.1","0.697",26.500000000000000,< 0.1,"21.4","5.4","0.29","0.003","0.024"
63744.0555997539,2712168.43175772,0,S98_03966,RIP2111,05/04/1998,24.462000000000000,88.697999999999993,"1977",STW,35.000000000000000,Rajshahi,Rajshahi,Durgapur (R),Joynagar,Gaganbaria,5813147296,< 0.5,"0.05",< 0.1,"0.035","101",< 0.003,< 0.002,< 0.008,"0.151","1.4","0.009","21","0.953",18.899999999999999,< 0.1,"20.5","0.3","0.272","0.003","0.029"
62395.4060203237,2714542.28711075,0,S98_03967,RIP2112,05/04/1998,24.483000000000001,88.683999999999997,"1992",STW,35.000000000000000,Rajshahi,Rajshahi,Durgapur (R),Joynagar,Narikel baria,5813147733,< 0.5,"0.07",< 0.1,"0.048","116",< 0.003,< 0.002,< 0.008,"0.066","1.6","0.01","31.3","1.98",50.299999999999997,< 0.1,"20.2","1.4","0.417","0.004","0.035"
65346.2849572836,2714672.3680418,0,S98_03968,RIP2113,05/04/1998,24.484999999999999,88.712999999999994,"1994",STW,40.000000000000000,Rajshahi,Rajshahi,Durgapur (R),Deluabari,Tegharia,5813111977,< 0.5,"0.08",< 0.1,"0.04","110",< 0.003,< 0.002,< 0.008,"0.027","1.2","0.012","26.2","0.631",30.399999999999999,< 0.1,"19.3",< 0.2,"0.286","0.003","0.072"
73964.7947734772,2710743.5828753,0,S98_03969,RIP2114,05/04/1998,24.452000000000002,88.799000000000007,,STW,37.000000000000000,Rajshahi,Rajshahi,Durgapur (R),Pamanagar?,Paikatali,5813123750,< 0.5,"0.08",< 0.1,"0.057","104",< 0.003,< 0.002,< 0.008,"0.086","1.8","0.015","26.8","0.808",36.700000000000003,< 0.1,"19.6",< 0.2,"0.339",< 0.002,"0.02"
74698.6825534491,2714829.0090107,0,S98_03970,RIP2115,05/04/1998,24.489000000000001,88.805000000000007,"1997",Tara,40.000000000000000,Rajshahi,Rajshahi,Durgapur (R),Kismat gankair,Ujan khalshi,5813159994,"2.8","0.07",< 0.1,"0.1","128",< 0.003,< 0.002,< 0.008,"0.135","3.3","0.016","30.1","0.538",42.200000000000003,< 0.1,"21.4","0.2","0.444",< 0.002,"0.035"
97480.0150780399,2694510.24608271,0,S98_03971,RIP2117,12/04/1998,24.312000000000001,89.034999999999997,"1982",STW,34.000000000000000,Rajshahi,Natore,Bagatipara,Dayarampur,Dumrai,5690938342,< 0.5,"0.07",< 0.1,"0.049","136",< 0.003,< 0.002,< 0.008,"0.228","3.9","0.014","30.9","0.459",37.600000000000001,"0.5","22.4","6.6","0.388","0.002","0.018"
92475.5549527868,2697317.76250741,0,S98_03972,RIP2118,12/04/1998,24.335999999999999,88.984999999999999,"1985",STW,34.000000000000000,Rajshahi,Natore,Bagatipara,Faguardiar,Sailkona,5690938909,< 0.5,"0.07",< 0.1,"0.051","140",< 0.003,< 0.002,< 0.008,"0.03","1.9","0.008","32.8","1.52",39.200000000000003,< 0.1,"19.2","17.1","0.347","0.002","0.016"
90141.7067144254,2697496.45842648,0,S98_03973,RIP2119,12/04/1998,24.337000000000000,88.962000000000003,"1972",STW,34.000000000000000,Rajshahi,Natore,Bagatipara,Bagatipara,Srirampur,5690919952,< 0.5,"0.06",< 0.1,"0.122","139",< 0.003,< 0.002,< 0.008,"0.023","2.4","0.021","30.6","2.08",36.600000000000001,< 0.1,"21.8","17.7","0.398",< 0.002,"0.015"
87539.7175632296,2695463.41678735,0,S98_03974,RIP2120,12/04/1998,24.318000000000001,88.936999999999998,"1997",STW,34.000000000000000,Rajshahi,Natore,Bagatipara,Bagatipara,Nurpur,5690919791,< 0.5,"0.06",< 0.1,"0.052","127",< 0.003,< 0.002,< 0.008,"0.038","1.6","0.007","29.8","1.19",33.700000000000003,< 0.1,"18.2","6.8","0.391","0.002","0.015"
